0.000000000,516.924
0.011609977,417.59
0.023219955,505.059
0.034829932,502.886
0.046439909,379.269
0.058049887,533.088
0.069659864,599.69
0.081269841,365.31
0.092879819,623.633
0.104489796,768.523
0.116099773,597.455
0.127709751,593.267
0.139319728,580.757
0.150929705,438.937
0.162539683,530.14
0.174149660,580.579
0.185759637,813.25
0.197369615,688.491
0.208979592,755.195
0.220589569,718.07
0.232199546,707.352
0.243809524,419.626
0.255419501,476.556
0.267029478,583.106
0.278639456,516.42
0.290249433,519.083
0.301859410,601.482
0.313469388,555.909
0.325079365,490.119
0.336689342,609.212
0.348299320,575.627
0.359909297,660.27
0.371519274,605.562
0.383129252,546.4
0.394739229,505.032
0.406349206,454.497
0.417959184,510.106
0.429569161,530.362
0.441179138,620.313
0.452789116,605.21
0.464399093,473.934
0.476009070,634.26
0.487619048,576.495
0.499229025,519.725
0.510839002,549.204
0.522448980,461.318
0.534058957,585.161
0.545668934,465.827
0.557278912,511.92
0.568888889,498.798
0.580498866,511.956
0.592108844,437.327
0.603718821,546.206
0.615328798,400.007
0.626938776,477.58
0.638548753,435.081
0.650158730,517.596
0.661768707,383.183
0.673378685,511.581
0.684988662,369.613
0.696598639,491.313
0.708208617,420.684
0.719818594,522.283
0.731428571,451.671
0.743038549,462.149
0.754648526,465.236
0.766258503,494.762
0.777868481,481.719
0.789478458,457.28
0.801088435,475.693
0.812698413,547.387
0.824308390,506.43
0.835918367,454.54
0.847528345,457.388
0.859138322,503.111
0.870748299,449.019
0.882358277,496.417
0.893968254,546.983
0.905578231,446.124
0.917188209,506.72
0.928798186,453.612
0.940408163,477.893
0.952018141,454.29
0.963628118,379.587
0.975238095,439.219
0.986848073,501.069
0.998458050,408.388
1.010068027,505.628
1.021678005,459.043
1.033287982,447.4
1.044897959,493.851
1.056507937,500.979
1.068117914,490.9
1.079727891,534.823
1.091337868,522.597
1.102947846,597.958
1.114557823,541.798
1.126167800,623.322
1.137777778,533.757
1.149387755,546.375
1.160997732,547
1.172607710,521.897
1.184217687,565.661
1.195827664,591.005
1.207437642,565.91
1.219047619,534.128
1.230657596,583.122
1.242267574,599.083
1.253877551,635.349
1.265487528,507.705
1.277097506,513.37
1.288707483,490.631
1.300317460,592.184
1.311927438,559.303
1.323537415,643.2
1.335147392,507.82
1.346757370,461.59
1.358367347,457.451
1.369977324,556.735
1.381587302,493.441
1.393197279,502.001
1.404807256,513.816
1.416417234,504.741
1.428027211,590.381
1.439637188,531.761
1.451247166,488.986
1.462857143,547.325
1.474467120,437.324
1.486077098,503.688
1.497687075,516.582
1.509297052,639.537
1.520907029,495.052
1.532517007,547.04
1.544126984,561.388
1.555736961,560.607
1.567346939,496.119
1.578956916,556.444
1.590566893,539.228
1.602176871,524.842
1.613786848,512.539
1.625396825,533.243
1.637006803,479.635
1.648616780,473.78
1.660226757,523.386
1.671836735,517.424
1.683446712,628.177
1.695056689,573.154
1.706666667,483.69
1.718276644,604.826
1.729886621,493.422
1.741496599,478.057
1.753106576,474.101
1.764716553,500.555
1.776326531,476.94
1.787936508,444.252
1.799546485,469.137
1.811156463,469.944
1.822766440,491.364
1.834376417,489.062
1.845986395,491.452
1.857596372,485.971
1.869206349,472.316
1.880816327,503.432
1.892426304,452.236
1.904036281,446.673
1.915646259,498.45
1.927256236,452.446
1.938866213,500.517
1.950476190,474.855
1.962086168,470.027
1.973696145,433.64
1.985306122,468.517
1.996916100,463.419
2.008526077,419.087
2.020136054,415.105
2.031746032,416.276
2.043356009,456.218
2.054965986,389.831
2.066575964,357.584
2.078185941,386.813
2.089795918,408.819
2.101405896,349.299
2.113015873,458.964
2.124625850,369.374
2.136235828,404.632
2.147845805,404.28
2.159455782,372.284
