0.000000000,4.3275
0.023219955,5.00337
0.046439909,5.41687
0.069659864,5.38321
0.092879819,3.66313
0.116099773,5.01573
0.139319728,8.78307
0.162539683,5.20297
0.185759637,6.12948
0.208979592,3.10146
0.232199546,4.3499
0.255419501,7.69169
0.278639456,9.31983
0.301859410,10.1364
0.325079365,5.47827
0.348299320,10.2046
0.371519274,8.84512
0.394739229,6.3846
0.417959184,5.97027
0.441179138,7.72512
0.464399093,8.13961
0.487619048,8.11855
0.510839002,6.16631
0.534058957,6.31777
0.557278912,7.49631
0.580498866,5.19768
0.603718821,5.48396
0.626938776,6.58261
0.650158730,5.59745
0.673378685,7.16447
0.696598639,7.32159
0.719818594,8.36567
0.743038549,9.00037
0.766258503,7.21318
0.789478458,6.71717
0.812698413,7.93453
0.835918367,5.86369
0.859138322,5.64568
0.882358277,6.39229
0.905578231,7.97796
0.928798186,7.56949
0.952018141,7.00698
0.975238095,9.43735
0.998458050,7.33674
1.021678005,6.53464
1.044897959,6.881
1.068117914,7.10266
1.091337868,8.03766
1.114557823,5.1642
1.137777778,5.38306
1.160997732,8.20681
1.184217687,7.66239
1.207437642,8.73431
1.230657596,5.79174
1.253877551,8.77277
1.277097506,10.4033
1.300317460,7.97931
1.323537415,7.92349
1.346757370,11.0462
1.369977324,7.00006
1.393197279,5.47004
1.416417234,6.03131
1.439637188,10.7994
1.462857143,6.57912
1.486077098,7.45862
1.509297052,7.64688
1.532517007,8.35444
1.555736961,7.07785
1.578956916,5.41457
1.602176871,7.36281
1.625396825,6.19064
1.648616780,7.82154
1.671836735,11.7768
1.695056689,9.51924
1.718276644,10.2088
1.741496599,10.0806
1.764716553,9.60658
1.787936508,10.2558
1.811156463,9.15368
1.834376417,10.0026
1.857596372,9.17323
1.880816327,10.2664
1.904036281,10.351
1.927256236,9.94776
1.950476190,8.92842
1.973696145,8.36265
1.996916100,7.2582
2.020136054,9.33305
2.043356009,9.32947
2.066575964,8.78918
2.089795918,8.61757
2.113015873,9.93449
2.136235828,7.7585
2.159455782,15.1536
2.182675737,9.59157
2.205895692,7.78517
2.229115646,11.949
2.252335601,11.1808
2.275555556,8.01127
2.298775510,8.04997
2.321995465,10.1877
2.345215420,9.53564
2.368435374,10.2724
2.391655329,12.0214
2.414875283,11.3912
2.438095238,12.6709
2.461315193,8.05328
2.484535147,9.89502
2.507755102,13.8839
2.530975057,9.1517
2.554195011,11.129
2.577414966,11.7432
2.600634921,10.1331
2.623854875,9.67081
2.647074830,9.58455
2.670294785,10.2812
2.693514739,8.30929
2.716734694,8.71941
2.739954649,8.95148
2.763174603,11.2107
2.786394558,12.5133
2.809614512,9.50456
2.832834467,7.05874
